4539390409269|Solomon, Leila Z.|33.58890545|-84.9569793
4556899046304500|Wolfe, Minerva J.|33.30795222|-83.97710263
4716765782583|Glenn, Lee D.|33.52232317|-84.25501776
4716854578140950|Leblanc, Kameko G.|33.11740933|-84.79171449
4532790139818|Bonner, Lois I.|33.86174468|-85.13623933
4716497401646220|Schwartz, Cally Z.|34.41344719|-84.24021125
4916784558325370|Mccarty, Shoshana D.|33.62406962|-84.01354208
4532623020656|Richardson, Howard D.|33.95719807|-83.81885261
4532894569126|Kaufman, Felicia T.|34.1680487|-83.88268618
4916136995159|Bernard, Keith T.|33.68092834|-84.07723528
4716355011228170|Boyle, Kerry F.|34.37271791|-84.69373754
4556942128734|Tyson, Sydnee C.|33.34088322|-84.53937146
4532771679204|Blackburn, Desiree X.|33.80499816|-84.42645302
4485254827299820|Craig, Jillian B.|33.29658344|-83.86417974
4556264544971|Acosta, Wendy R.|33.71214139|-84.18976667
4539846995762|Murphy, Josephine E.|33.58521969|-84.10736463
4916177742705110|Rasmussen, Gray F.|34.117082|-84.56786772
4716138293197670|Mercer, Echo M.|33.12549769|-84.49683351
4929011455520|Graham, Nicole C.|34.2722041|-84.84474628
4716009011549550|Williams, Inez T.|33.7908245|-83.52653339
4916973920179|Gaines, Montana V.|33.12715291|-84.18770256
4556430688967160|Stephens, Wade I.|33.69565538|-84.31892262
4485378223688|Sanchez, Cairo H.|33.66391406|-83.92620194
4916855367758600|Webb, Buffy O.|34.01681088|-83.79724588
4556250494272|Langley, Astra V.|33.36259362|-85.01886884
4485437558761030|Kane, Denise M.|33.66308972|-85.0391905
4117510840125|Ortiz, Dora K.|34.20730501|-84.08428492
4539087392885|Villarreal, Genevieve L.|33.78901856|-84.7453886
4556786164514300|Rowland, Honorato O.|33.27318322|-84.25538198
4605112568864670|Pratt, Morgan I.|33.27546556|-84.25635582
4929793782701630|Massey, Lamar U.|33.41596699|-85.02603919
4929554395711|Baird, Jonas R.|33.75774832|-83.99027209
4556862503569|Chandler, Devin U.|34.16393297|-83.8837587
4556308909411460|Stuart, Gannon X.|33.44117545|-84.45023337
4485020518667|Ramos, Vincent C.|34.2896126|-84.83055389
4485143730553|Carlson, Mira X.|33.50171846|-83.70066447
4916148295575060|Glenn, Alice W.|33.64526423|-84.70088276
4929416567077|Cantrell, Keiko J.|33.72092198|-84.27572259
4532193121769|Randall, Brennan X.|33.82265591|-84.1311164
4929471419388|Shannon, Renee O.|33.96553698|-84.13059462
4485019825685|Dalton, Adena W.|33.44408143|-83.70839144
4737881193281|Macias, Octavia K.|33.93358003|-84.99241713
4485667482112610|Hall, Berk Y.|34.27226628|-84.48956746
4721689140719140|Clarke, Noelle E.|33.87571613|-83.90949316
4485354918191520|Ratliff, Amery H.|33.69902684|-83.86559764
4716309789300|Ramirez, Minerva F.|33.50880318|-84.45745178
4929007823799020|Hancock, Zephr A.|33.55713407|-84.12556744
4929821895767750|Duran, Cruz T.|34.01099852|-84.94256775
4485817733149|Richards, Basia M.|33.15099896|-84.71609382
4024007177047|Franco, Petra D.|33.84474819|-84.91218553
4532719877696|Wilkerson, Charlotte D.|33.53637818|-85.18147485
4916631564805790|Salas, Colette I.|33.09280313|-84.30990447
4784916895828040|Joyner, Urielle F.|34.02333289|-83.90553239
4024007156892|Norton, Marvin M.|34.06365138|-85.03616475
4539320310244900|Pickett, McKenzie K.|34.40733344|-84.43968558
4449242303993|Stanley, Cooper V.|34.20495671|-83.95350535
4716473161424850|Trevino, Wesley B.|33.84206057|-85.02290339
4024007195904210|Curtis, Holmes A.|33.20659872|-84.13580388
4556429877589|Pope, Harlan V.|33.27147111|-84.85273203
4398709611008610|Carter, Hakeem J.|33.25329228|-84.2381557
4929265051314760|Gardner, Brock E.|34.08646675|-84.93774862
4916990682056900|King, Oscar X.|33.39305237|-83.67823504
4929683682211530|Golden, Hiroko E.|33.81322305|-84.60951503
4916626442720|Austin, Rana B.|33.97582355|-84.99262157
4556858956266700|Reyes, Lacey B.|33.69026721|-84.18450961
4916247121311480|Snyder, Rashad A.|33.80315196|-85.03649064
4539103294890700|Ryan, Colorado S.|33.83000638|-85.12818528
4024007178094|Mcclure, Lillith P.|33.51288065|-84.73831109
4532573975404|Fox, Nina M.|34.31423776|-84.87967184
4485457256843550|Hester, Lacota N.|33.55536401|-83.6030154
4539622964412|Yates, Garrison U.|33.3300635|-83.97860228
4556608918520740|Marks, Isadora M.|34.24626647|-83.78165684
4539689331729|Drake, Autumn S.|33.67368338|-84.79092551
4556590102163|Navarro, Warren G.|33.40352466|-83.81747677
4485629742210080|Wolf, Justina E.|33.97734003|-84.60455628
4716135002416500|Sherman, Shelley T.|33.52450127|-85.06974241
4556641156564500|Evans, Cullen A.|33.33019748|-84.97556649
4556264316248|Garrison, Quyn Q.|33.69789189|-83.65129718
4556146366608970|Moss, Tatiana J.|34.20451066|-84.27304724
4916177804338090|Avila, Calvin E.|33.98920441|-85.04139253
